1622505600000,37254.08000000,37920.31000000,35660.45000000,36680.29000000,2733.03713700,1622591999999,100071005.63790619,67340,1374.24514300,50316438.46351739,0
1622592000000,36690.42000000,38438.27000000,35900.00000000,37579.26000000,2173.91436700,1622678399999,81179288.50933766,62622,1152.74455000,43054872.19691808,0
1622678400000,37567.84000000,39481.00000000,37168.10000000,39243.83000000,2552.86180500,1622764799999,98522169.41860984,70630,1254.00928300,48439868.90336889,0
1622764800000,39243.84000000,39277.82000000,35500.00000000,36861.35000000,2970.81323000,1622851199999,109795347.83752542,73807,1403.23890700,51875682.38510424,0
1622851200000,36849.44000000,37922.96000000,34800.00000000,35530.74000000,2301.57086000,1622937599999,83670031.34249441,52537,1087.25456600,39509452.73300327,0
1622937600000,35505.32000000,36476.84000000,34800.00000000,35798.29000000,1473.24566100,1623023999999,52950583.37939971,34523,729.96795500,26259222.24564501,0
1623024000000,35801.16000000,36840.74000000,33300.00000000,33578.01000000,2759.90736400,1623110399999,97734699.96511562,56408,1340.14766100,47518468.74419553,0
1623110400000,33563.44000000,34072.78000000,31021.00000000,33373.32000000,4905.52872500,1623196799999,160339795.00185580,78006,2343.92224000,76665092.80254331,0
1623196800000,33400.66000000,37552.10000000,32420.91000000,37412.11000000,3979.16696800,1623283199999,139900234.23379884,66956,1992.38400200,70219553.78022500,0
1623283200000,37400.55000000,38619.59000000,35815.18000000,36686.78000000,3242.46228200,1623369599999,120337268.20393051,57145,1667.62675500,61830487.74117342,0
1623369600000,36677.28000000,37850.00000000,35939.88000000,37324.57000000,2533.47109600,1623455999999,93882413.40474908,49538,1225.76991600,45421593.62411440,0
1623456000000,37341.29000000,37450.78000000,34611.00000000,35527.10000000,2359.47805100,1623542399999,84129498.33598339,44565,1116.98154500,39803668.58505807,0
1623542400000,35555.85000000,39657.69000000,34770.24000000,39025.72000000,2809.08063300,1623628799999,103776914.39097610,52325,1288.93894200,47669100.47283680,0
1623628800000,39037.68000000,41069.90000000,38738.00000000,40525.99000000,3250.61920700,1623715199999,129427611.91689107,63719,1535.01734400,61139712.88252597,0
1623715200000,40521.93000000,41339.67000000,39526.52000000,40156.95000000,2281.39524300,1623801599999,91831971.81444935,50398,1049.13969200,42251939.76513591,0
1623801600000,40145.00000000,40512.00000000,38012.54000000,38341.29000000,2500.02492100,1623887999999,98470850.64183221,51078,958.07205000,37608797.13131234,0
1623888000000,38333.40000000,39548.79000000,37373.00000000,38079.75000000,2663.87597400,1623974399999,102985226.40604752,50980,1039.25622500,40071277.25712805,0
1623974400000,38081.20000000,39100.00000000,35149.30000000,35828.28000000,2688.04037700,1624060799999,99054700.03491269,46874,1245.69944100,45963989.24261922,0
1624060800000,35840.76000000,36458.94000000,34826.00000000,35491.55000000,2884.26322800,1624147199999,103139612.26320442,43080,1044.66560200,37329042.52849350,0
1624147200000,35487.75000000,36140.18000000,33330.59000000,35593.89000000,3234.34021900,1624233599999,112623496.90447061,51294,1772.43183000,61929052.62646443,0
1624233600000,35589.06000000,35742.71000000,31250.00000000,31609.12000000,6103.44550200,1624319999999,199990465.98568728,91307,2831.46128300,92975288.07571857,0
1624320000000,31619.44000000,33463.05000000,28765.43000000,32518.52000000,8274.32859000,1624406399999,258284057.13533197,106369,3810.94884000,119464534.05616465,0
1624406400000,32520.45000000,34864.52000000,31709.94000000,33672.23000000,4379.36249700,1624492799999,147765298.79640525,76895,2032.98029000,68559341.06051350,0
1624492800000,33680.77000000,35331.00000000,32323.00000000,34664.58000000,2561.59860200,1624579199999,86742145.29117694,46234,1195.54218600,40466803.24549694,0
1624579200000,34648.14000000,35500.00000000,31260.00000000,31593.10000000,3758.82374600,1624665599999,124884109.23351854,60523,1844.56939100,61146258.73238213,0
1624665600000,31582.01000000,32873.91000000,30150.00000000,32273.49000000,3537.90158900,1624751999999,110848848.26462178,50547,1626.80491800,50940156.00794593,0
1624752000000,32256.33000000,34745.69000000,31987.13000000,34678.88000000,2997.28307200,1624838399999,99405211.38499067,47016,1422.44390900,47177310.06570937,0
1624838400000,34708.86000000,35303.91000000,33888.00000000,34481.09000000,2852.13612800,1624924799999,98470441.86143767,47888,1478.65913700,51067575.38204781,0
1624924800000,34486.75000000,36633.77000000,34202.20000000,35911.03000000,3050.02758600,1625011199999,108601615.72371507,51983,1525.18506500,54403777.24119276,0
1625011200000,35917.57000000,36114.70000000,33901.71000000,35026.97000000,2633.31680200,1625097599999,91839316.95302879,45786,1283.52339500,44766612.57317470,0
